s,match_i,ed,ed_dot,efai,efai_dot,project_curv,ego_x,ego_y
42.6484,426,0.809247,-0.0269435,-0.00675029,-0.248518,0.0304215,5.17227,178.247
42.6484,426,0.809247,-0.0269435,-0.00675029,-0.248518,0.0304215,5.17227,178.247
43.0618,431,0.822164,-0.0276181,-0.00684795,-0.250894,0.0304215,4.86021,177.994
43.0618,431,0.822164,-0.0276181,-0.00684795,-0.250894,0.0304215,4.86021,177.994
43.4751,435,0.835086,-0.0276665,-0.00688471,-0.249959,0.0304215,4.54967,177.737
43.4751,435,0.835086,-0.0276665,-0.00688471,-0.249959,0.0304215,4.54967,177.737
43.8832,439,0.847849,-0.0274017,-0.00691273,-0.24693,0.0304215,4.24639,177.479
43.8832,439,0.847849,-0.0274017,-0.00691273,-0.24693,0.0304215,4.24639,177.479
44.2897,443,0.860612,-0.0274545,-0.00691184,-0.247786,0.0304215,3.9477,177.219
44.2897,443,0.860612,-0.0274545,-0.00691184,-0.247786,0.0304215,3.9477,177.219
44.6988,447,0.873499,-0.0276919,-0.0069134,-0.249833,0.0304215,3.65044,176.953
44.6988,447,0.873499,-0.0276919,-0.0069134,-0.249833,0.0304215,3.65044,176.953
45.1119,451,0.886432,-0.0280714,-0.00693678,-0.252217,0.0304215,3.35368,176.681
45.1119,451,0.886432,-0.0280714,-0.00693678,-0.252217,0.0304215,3.35368,176.681
45.5273,455,0.899412,-0.0281108,-0.00697223,-0.251271,0.0304215,3.0588,176.404
45.5273,455,0.899412,-0.0281108,-0.00697223,-0.251271,0.0304215,3.0588,176.404
45.9375,459,0.912221,-0.0278357,-0.00699938,-0.248221,0.0304215,2.77127,176.126
45.9375,459,0.912221,-0.0278357,-0.00699938,-0.248221,0.0304215,2.77127,176.126
46.3461,463,0.925027,-0.0279169,-0.00700581,-0.248974,0.0304215,2.48851,175.847
46.3461,463,0.925027,-0.0279169,-0.00700581,-0.248974,0.0304215,2.48851,175.847
46.76,468,0.93785,-0.0285327,-0.00710151,-0.251004,0.0304215,2.20757,175.562
